codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
51456;PRATV;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;REGULAR;LEVE;0
77446;PRSSK;TAXI AEREO;HELICOPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;3000;3000;8;2006;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;CAMPO DE MARTE;CONGONHAS;APROXIMACAO FINAL;TAXI AEREO;NENHUM;0
51456;PTMZX;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;70000;70000;184;2001;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;REGULAR;LEVE;0
77439;PRXLX;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;INSTRUCAO;AERODROMO ESTADUAL DE CAMPINAS / AMARAIS;AERODROMO ESTADUAL DE CAMPINAS / AMARAIS;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
51455;PTLSJ;TAXI AEREO;AVIAO;LEARJET;35A;LJ35;JATO;BIMOTOR;8165;8165;10;1978;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TAXI AEREO;LEVE;0
77437;PRGPF;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;7;1997;BRASIL;BRASIL;AVIAO;PARTICULAR;TEIXEIRA DE FREITAS;ZUMBI DOS PALMARES;CRUZEIRO;PRIVADA;NENHUM;0
51453;PRMAA;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;184;2001;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
77429;PUNRY;Sem Categoria;ULTRALEVE;NILSON ROBERTO YAMAA‡AKE;VENTURA;ULAC;PISTAO;MONOMOTOR;600;600;2;2011;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;BARRA DO VENTO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
77424;PRMPE;Sem Categoria;ANFIBIO;CESSNA AIRCRAFT;208 ANFIBIO;C208;TURBOELICE;MONOMOTOR;3792;3792;10;2009;BRASIL;BRASIL;ANFIBIO;PARTICULAR;EDUARDO GOMES;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;1
77421;PRSMF;PARTICULAR;AVIAO;CESSNA AIRCRAFT;T206H;C206;PISTAO;MONOMOTOR;1633;1633;6;2009;BRASIL;BRASIL;AVIAO;PARTICULAR;JUSCELINO KUBITSCHECK;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CRUZEIRO;PRIVADA;NENHUM;0
77414;PRTTW;REGULAR;AVIAO;BOEING COMPANY;727-225;B722;JATO;TRIMOTOR;88360;88360;5;1980;BRASIL;BRASIL;AVIAO;REGULAR;GOVERNADOR ANDRE FRANCO MONTORO;AFONSO PENA;CRUZEIRO;REGULAR;NENHUM;0
77413;PRLTL;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;AGRICENTER;ESTANCIA SANTA MARIA;DECOLAGEM;PRIVADA;DESTRUIDA;0
77410;PUXXX11;EXPERIMENTAL;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
51446;PTWMM;Sem Categoria;AVIAO;BEECH AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;1984;BRASIL;BRASIL;AVIAO;PARTICULAR;JATAI;SANTA GENOVEVA/GOIANIA;APROXIMACAO FINAL;PRIVADA;LEVE;0
77404;PUFFC;EXPERIMENTAL;ULTRALEVE;EDRA INDUSTRIA AERONAUTICA LTDA;SUPER PETREL LS;ULAC;PISTAO;MONOMOTOR;600;600;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;NENHUM;0
77402;PPCHB;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1977;BRASIL;BRASIL;AVIAO;INSTRUCAO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TAXI;INSTRUCAO;NENHUM;0
51444;PPEPV;Sem Categoria;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;2000;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NAO REGULAR;LEVE;0
77399;PTBKR;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150J;C150;PISTAO;MONOMOTOR;726;726;2;1969;BRASIL;BRASIL;AVIAO;INSTRUCAO;GOVERNADOR JOSE RICHA;GOVERNADOR JOSE RICHA;RETA FINAL;INSTRUCAO;NENHUM;0
51443;PTJJR;Sem Categoria;AVIAO;SOCATA;ST-10;ST10;PISTAO;MONOMOTOR;1220;1220;4;1972;BRASIL;BRASIL;AVIAO;PARTICULAR;SOROCABA;ITANHAEM;POUSO;PRIVADA;LEVE;0
51440;PRSTJ;Sem Categoria;AVIAO;ISRAEL AIRCRAFT;1124A;WW24;JATO;BIMOTOR;10660;10660;8;1980;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
77394;PTVUZ;PARTICULAR;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2011;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;AGRICOLA;NENHUM;0
51438;PPXEX;EXPERIMENTAL;AVIAO;FABRICANTE DESCONHECIDO;LANCAIR 320 FB;ZZZZ;PISTAO;MONOMOTOR;820;820;2;2002;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;LEVE;0
51418;PREJF;AGRICOLA;AVIAO;CESSNA AIRCRAFT;A188B;C188;PISTAO;MONOMOTOR;1485;1485;1;1977;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;AGRICOLA;LEVE;0
51417;PTRTB;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;6;1982;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;LEVE;0
51346;PROTK;PARTICULAR;AVIAO;PILATUS;PC-12;PC12;TURBOELICE;MONOMOTOR;4740;4740;10;2010;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
51341;PTEOS;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PA32;PISTAO;MONOMOTOR;1542;1542;7;1977;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TAXI AEREO;LEVE;0
77375;PUFLD;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;STORM 300;ULAC;PISTAO;MONOMOTOR;562;562;2;2004;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
51327;PRRJV;PARTICULAR;AVIAO;BEECH AIRCRAFT;G36;BE36;PISTAO;MONOMOTOR;1656;1656;6;2013;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
77368;PRMCK;PARTICULAR;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;SILVIO NAME JUNIOR;BAURU;DECOLAGEM;PRIVADA;LEVE;0
51323;PROAI;REGULAR;AVIAO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1992;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;REGULAR;LEVE;0
77360;PRJNY;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2010;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;FORA DE AERODROMO;ADALBERTO MENDES DA SILVA;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
77357;PTVKD;TAXI AEREO;AVIAO;EMBRAER;EMB-820C CARAJA;PAT4;TURBOELICE;BIMOTOR;3629;3629;9;1988;BRASIL;BRASIL;AVIAO;TAXI AEREO;DEPUTADO LUIS EDUARDO MAGALHAES;RUY BARBOSA;CRUZEIRO;TAXI AEREO;NENHUM;0
51321;PRJAJ;PARTICULAR;AVIAO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;6;2009;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
77353;PPENM;Sem Categoria;HELICOPTERO;EUROCOPTER FRANCE;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2001;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;POLICIAL;SUBSTANCIAL;0
51317;PRHFE;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1979;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;INSTRUCAO;LEVE;0
51268;PTTIC;TAXI AEREO;AVIAO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOELICE;BIMOTOR;5239;5239;10;2011;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TAXI AEREO;LEVE;0
51264;PTWHV;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;6;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
51262;PRWSM;TAXI AEREO;AVIAO;DASSAULT AVIATION;FALCON 2000;F2TH;JATO;BIMOTOR;16556;16556;10;1995;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;TAXI AEREO;LEVE;0
77345;PUWRG;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;FLYER GT;ULAC;PISTAO;MONOMOTOR;460;460;2;1990;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO;EXPERIMENTAL;DESTRUIDA;1
77338;PRCRS;PARTICULAR;AVIAO;CESSNA AIRCRAFT;150L;C150;PISTAO;MONOMOTOR;726;726;2;1971;BRASIL;BRASIL;AVIAO;PARTICULAR;POUSADA DAS AGUIAS;PROFESSOR ERIBERTO MANOEL REINO;CRUZEIRO;PRIVADA;NENHUM;0
77337;PREGD;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2007;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;AEROCLUBE DE JOAO PESSOA;AEROCLUBE DE JOAO PESSOA;TAXI;PRIVADA;LEVE;0
51260;PTEUR;ESPECIALIZADA;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;3;1979;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;ESPECIALIZADA;LEVE;0
51259;PTWPZ;PARTICULAR;AVIAO;BEECH AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;1994;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
77329;PTKOB;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182P;C182;PISTAO;MONOMOTOR;1338;1338;4;1974;BRASIL;BRASIL;AVIAO;PARTICULAR;AFONSO PENA;CAMPO DE MARTE;POUSO;PRIVADA;NENHUM;0
51189;N901AR;Sem Categoria;AVIAO;BOEING COMPANY;747-4R7F;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;1997;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIAO;Nao Informado;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;Nao Informado;LEVE;0
51163;PTUZL;AGRICOLA;AVIAO;EMBRAER;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2010;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;LEVE;0
77323;PRNJT;PARTICULAR;AVIAO;ISRAEL AIRCRAFT;ASTRA SPX;ASTR;JATO;BIMOTOR;10659;10659;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;PROFESSOR ERIBERTO MANOEL REINO;EURICO DE AGUIAR SALLES;CORRIDA APOS POUSO;PRIVADA;NENHUM;0
51162;PPNIV;PARTICULAR;AVIAO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;7;2011;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;PRIVADA;LEVE;0
77320;PRGXW;Sem Categoria;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;0;2014;BRASIL;BRASIL;AVIAO;REGULAR;AFONSO PENA;CATARATAS;CORRIDA APOS POUSO;REGULAR;NENHUM;0
51153;PPGGG;INSTRUCAO;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;INSTRUCAO;LEVE;0
77315;PRAZI;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2010;BRASIL;BRASIL;AVIAO;REGULAR;SANTA GENOVEVA/GOIANIA;SANTOS DUMONT;DESCIDA;REGULAR;NENHUM;0
77314;PRONR;REGULAR;AVIAO;AIRBUS INDUSTRIE;A318-121;A318;JATO;BIMOTOR;63000;63000;129;2008;BRASIL;BRASIL;AVIAO;REGULAR;CONGONHAS;SANTOS DUMONT;APROXIMACAO FINAL;REGULAR;NENHUM;0
51148;PRFLM;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-34-200;PA34;PISTAO;BIMOTOR;1905;1905;6;1972;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;INSTRUCAO;LEVE;0
77311;PTEZR;TAXI AEREO;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;7;1979;BRASIL;BRASIL;AVIAO;TAXI AEREO;TABATINGA;FONTE BOA;CRUZEIRO;TAXI AEREO;NENHUM;0
51147;PPGLE;INSTRUCAO;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;INSTRUCAO;LEVE;0
51146;PTOTC;TAXI AEREO;AVIAO;RAYTHEON AIRCRAFT;BAE125-800B;H25B;JATO;BIMOTOR;12429;12429;11;1991;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TAXI AEREO;LEVE;0
51145;PTWHC;TAXI AEREO;AVIAO;BEECH AIRCRAFT;400A;BE40;JATO;BIMOTOR;7303;7303;10;1992;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;OPERACAO DE SOLO;TAXI AEREO;LEVE;0
77303;PRTTP;REGULAR;AVIAO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIAO;REGULAR;HERCILIO LUZ;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
51142;PRMBE;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2006;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;LEVE;0
51086;PRGTC;REGULAR;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
51084;PRGTL;REGULAR;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79015;79015;194;2007;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
51083;PRMHA;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2006;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
77296;PPCTC;PARTICULAR;AVIAO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;6;2009;BRASIL;BRASIL;AVIAO;PARTICULAR;COSTA ESMERALDA;SILVIO NAME JUNIOR;PROCEDIMENTO DE APROXIMACAO IFR;PRIVADA;NENHUM;0
51078;PRGGY;REGULAR;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
51023;PTEPW;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PA32;PISTAO;MONOMOTOR;1542;1542;7;1978;BRASIL;BRASIL;AVIAO;TAXI AEREO;BELEM/BRIGADEIRO PROTASIO DE OLIVEIRA;FORA DE AERODROMO;DECOLAGEM;TAXI AEREO;LEVE;0
77288;PRDDQ;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-42-720;PAY3;TURBOELICE;BIMOTOR;5080;5080;9;1985;BRASIL;BRASIL;AVIAO;TAXI AEREO;CATARATAS;BACACHERI;PROCEDIMENTO DE APROXIMACAO IFR;TAXI AEREO;NENHUM;0
77285;PTMCX;PARTICULAR;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;AEROCLUBE DE ELDORADO DO SUL;SALGADO FILHO;APROXIMACAO FINAL;PRIVADA;NENHUM;0
77281;PPLJA;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;CONGONHAS;SANTOS DUMONT;CRUZEIRO;PRIVADA;NENHUM;0
77281;PROTV;Sem Categoria;AVIAO;TEXTRON AVIATION;B200GT;BE30;TURBOELICE;BIMOTOR;5670;5670;9;2016;BRASIL;BRASIL;AVIAO;PARTICULAR;CONGONHAS;REGIONAL DA ZONA DA MATA;SUBIDA;PRIVADA;NENHUM;0
50916;PTEBM;Sem Categoria;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;7;1976;BRASIL;BRASIL;AVIAO;TAXI AEREO;FAZENDA AGUA LIMPA;LABREA;TAXI;TAXI AEREO;LEVE;0
50654;PRFBU;PARTICULAR;AVIAO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;8;2013;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
50563;PPEJG;ADMINISTRACAO DIRETA;AVIAO;BEECH AIRCRAFT;B200;BE20;TURBOELICE;BIMOTOR;5670;5670;10;1991;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;NAO REGULAR;LEVE;0
50562;PRAVQ;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;172;2011;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;REGULAR;LEVE;0
50561;PTLSJ;TAXI AEREO;AVIAO;LEARJET;35A;LJ35;JATO;BIMOTOR;8165;8165;10;1978;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TAXI AEREO;LEVE;0
50560;PTNZD;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTAO;MONOMOTOR;1157;1157;4;1980;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;INSTRUCAO;LEVE;0
50554;DALCE;NAO REGULAR;AVIAO;MCDONNELL DOUGLAS;MD-11F;MD11;JATO;TRIMOTOR;285990;285990;0;1998;ALEMANHA;ALEMANHA;AVIAO;NAO REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
50551;PRDDQ;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-42-720;PAY3;TURBOELICE;BIMOTOR;5080;5080;9;1985;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
50544;PPCML;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5613;5613;10;2002;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
77257;PTCKJ;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-31;PA31;PISTAO;BIMOTOR;2948;2948;8;1969;BRASIL;BRASIL;AVIAO;TAXI AEREO;PINTO MARTINS;DIX-SEPT ROSADO;SUBIDA;TAXI AEREO;NENHUM;0
50435;PTAER;ESPECIALIZADA;AVIAO;CESSNA AIRCRAFT;170A;C170;PISTAO;MONOMOTOR;998;998;1;1950;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;ESPECIALIZADA;LEVE;0
50379;PTXIS;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1999;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TAXI AEREO;LEVE;0
77252;PUMMT;Sem Categoria;ULTRALEVE;FABRICANTE DESCONHECIDO;PARADISE I;ULAC;PISTAO;MONOMOTOR;700;700;2;2007;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;JUARA SUL;CRUZEIRO;PRIVADA;DESTRUIDA;3
77251;PUANS;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;PARADISE I;ULAC;PISTAO;MONOMOTOR;720;720;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;SEBASTIAO GOMES DE SOUZA;DECOLAGEM;PRIVADA;DESTRUIDA;1
77250;PTFJA;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4717;4717;8;1999;BRASIL;BRASIL;AVIAO;PARTICULAR;ABA;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;TAXI;PRIVADA;NENHUM;0
50377;PTRVQ;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;7;1985;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;TAXI AEREO;LEVE;0
50372;PPSEU;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;5;1998;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
77247;PTRMB;PARTICULAR;AVIAO;CESSNA AIRCRAFT;650;C650;JATO;BIMOTOR;10433;10433;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;CONGONHAS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;SUBIDA;PRIVADA;NENHUM;0
77245;PRZHD;EXPERIMENTAL;AVIAO;MARCELO QUEIROZ DUARTE;RV-10;ZZZZ;PISTAO;MONOMOTOR;1224;1224;4;2012;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;CAMPO DE MARTE;AMERICANA;TAXI;PRIVADA;NENHUM;0
50325;PTERD;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;6;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
50319;PPHPA;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PAUL;PISTAO;MONOMOTOR;660;660;2;1963;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUCAO;LEVE;0
77230;PRONU;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIAO;INSTRUCAO;14 BIS;14 BIS;CIRCUITO DE TRAFEGO;INSTRUCAO;NENHUM;0
